date,entity,segment,product_type,volume_in,volume_converted,volume_lost,revenue_per_unit
2023-06-21,ERCOT Coast,Door_to_Door,Month_to_Month,65,57,8,67.57
2023-06-22,ERCOT Coast,Door_to_Door,Month_to_Month,62,55,7,65.56
2023-06-23,ERCOT Coast,Door_to_Door,Month_to_Month,65,56,9,67.14
2023-06-24,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.43
2023-06-25,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.57
2023-06-26,ERCOT Coast,Door_to_Door,Month_to_Month,62,54,8,68.59
2023-06-27,ERCOT Coast,Door_to_Door,Month_to_Month,63,55,8,67.55
2023-06-28,ERCOT Coast,Door_to_Door,Month_to_Month,65,59,6,67.0
2023-06-29,ERCOT Coast,Door_to_Door,Month_to_Month,60,52,8,68.51
2023-06-30,ERCOT Coast,Door_to_Door,Month_to_Month,68,61,7,69.4
2023-07-01,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,66.26
2023-07-02,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.53
2023-07-03,ERCOT Coast,Door_to_Door,Month_to_Month,69,62,7,69.93
2023-07-04,ERCOT Coast,Door_to_Door,Month_to_Month,64,57,7,67.17
2023-07-05,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,66.77
2023-07-06,ERCOT Coast,Door_to_Door,Month_to_Month,64,56,8,69.11
2023-07-07,ERCOT Coast,Door_to_Door,Month_to_Month,63,56,7,70.59
2023-07-08,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,68.22
2023-07-09,ERCOT Coast,Door_to_Door,Month_to_Month,10,8,2,69.44
2023-07-10,ERCOT Coast,Door_to_Door,Month_to_Month,64,56,8,69.78
2023-07-11,ERCOT Coast,Door_to_Door,Month_to_Month,61,54,7,68.17
2023-07-12,ERCOT Coast,Door_to_Door,Month_to_Month,65,56,9,67.78
2023-07-13,ERCOT Coast,Door_to_Door,Month_to_Month,64,56,8,69.21
2023-07-14,ERCOT Coast,Door_to_Door,Month_to_Month,62,54,8,65.89
2023-07-15,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,67.04
2023-07-16,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,68.73
2023-07-17,ERCOT Coast,Door_to_Door,Month_to_Month,66,57,9,67.32
2023-07-18,ERCOT Coast,Door_to_Door,Month_to_Month,63,55,8,68.45
2023-07-19,ERCOT Coast,Door_to_Door,Month_to_Month,66,58,8,69.93
2023-07-20,ERCOT Coast,Door_to_Door,Month_to_Month,66,59,7,67.77
2023-07-21,ERCOT Coast,Door_to_Door,Month_to_Month,63,55,8,68.05
2023-07-22,ERCOT Coast,Door_to_Door,Month_to_Month,11,10,1,67.81
2023-07-23,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,67.85
2023-07-24,ERCOT Coast,Door_to_Door,Month_to_Month,65,57,8,66.94
2023-07-25,ERCOT Coast,Door_to_Door,Month_to_Month,64,57,7,68.65
2023-07-26,ERCOT Coast,Door_to_Door,Month_to_Month,64,58,6,67.24
2023-07-27,ERCOT Coast,Door_to_Door,Month_to_Month,66,59,7,66.57
2023-07-28,ERCOT Coast,Door_to_Door,Month_to_Month,63,55,8,66.46
2023-07-29,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.65
2023-07-30,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,67.79
2023-07-31,ERCOT Coast,Door_to_Door,Month_to_Month,66,58,8,67.47
2023-08-01,ERCOT Coast,Door_to_Door,Month_to_Month,65,58,7,68.6
2023-08-02,ERCOT Coast,Door_to_Door,Month_to_Month,61,53,8,65.63
2023-08-03,ERCOT Coast,Door_to_Door,Month_to_Month,64,56,8,69.82
2023-08-04,ERCOT Coast,Door_to_Door,Month_to_Month,68,59,9,69.39
2023-08-05,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,65.94
2023-08-06,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.64
2023-08-07,ERCOT Coast,Door_to_Door,Month_to_Month,60,54,6,68.56
2023-08-08,ERCOT Coast,Door_to_Door,Month_to_Month,65,57,8,67.22
2023-08-09,ERCOT Coast,Door_to_Door,Month_to_Month,67,58,9,68.04
2023-08-10,ERCOT Coast,Door_to_Door,Month_to_Month,63,55,8,68.93
2023-08-11,ERCOT Coast,Door_to_Door,Month_to_Month,62,56,6,65.54
2023-08-12,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,68.11
2023-08-13,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,67.33
2023-08-14,ERCOT Coast,Door_to_Door,Month_to_Month,66,57,9,67.29
2023-08-15,ERCOT Coast,Door_to_Door,Month_to_Month,62,55,7,69.02
2023-08-16,ERCOT Coast,Door_to_Door,Month_to_Month,63,57,6,68.55
2023-08-17,ERCOT Coast,Door_to_Door,Month_to_Month,62,56,6,70.25
2023-08-18,ERCOT Coast,Door_to_Door,Month_to_Month,60,52,8,69.02
2023-08-19,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,66.16
2023-08-20,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,69.49
2023-08-21,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,66.22
2023-08-22,ERCOT Coast,Door_to_Door,Month_to_Month,63,56,7,69.41
2023-08-23,ERCOT Coast,Door_to_Door,Month_to_Month,63,56,7,67.77
2023-08-24,ERCOT Coast,Door_to_Door,Month_to_Month,73,64,9,67.48
2023-08-25,ERCOT Coast,Door_to_Door,Month_to_Month,62,55,7,65.41
2023-08-26,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,69.73
2023-08-27,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,67.33
2023-08-28,ERCOT Coast,Door_to_Door,Month_to_Month,68,60,8,70.15
2023-08-29,ERCOT Coast,Door_to_Door,Month_to_Month,65,56,9,66.68
2023-08-30,ERCOT Coast,Door_to_Door,Month_to_Month,64,57,7,67.35
2023-08-31,ERCOT Coast,Door_to_Door,Month_to_Month,67,59,8,69.48
2023-09-01,ERCOT Coast,Door_to_Door,Month_to_Month,65,58,7,66.06
2023-09-02,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,67.21
2023-09-03,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.73
2023-09-04,ERCOT Coast,Door_to_Door,Month_to_Month,65,57,8,66.26
2023-09-05,ERCOT Coast,Door_to_Door,Month_to_Month,66,57,9,66.87
2023-09-06,ERCOT Coast,Door_to_Door,Month_to_Month,61,55,6,68.27
2023-09-07,ERCOT Coast,Door_to_Door,Month_to_Month,67,58,9,67.95
2023-09-08,ERCOT Coast,Door_to_Door,Month_to_Month,64,54,10,66.1
2023-09-09,ERCOT Coast,Door_to_Door,Month_to_Month,10,8,2,67.13
2023-09-10,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,69.9
2023-09-11,ERCOT Coast,Door_to_Door,Month_to_Month,62,56,6,65.98
2023-09-12,ERCOT Coast,Door_to_Door,Month_to_Month,62,57,5,67.45
2023-09-13,ERCOT Coast,Door_to_Door,Month_to_Month,62,52,10,67.49
2023-09-14,ERCOT Coast,Door_to_Door,Month_to_Month,64,58,6,68.79
2023-09-15,ERCOT Coast,Door_to_Door,Month_to_Month,62,55,7,68.35
2023-09-16,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.11
2023-09-17,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,66.59
2023-09-18,ERCOT Coast,Door_to_Door,Month_to_Month,64,54,10,69.48
2023-09-19,ERCOT Coast,Door_to_Door,Month_to_Month,61,51,10,68.71
2023-09-20,ERCOT Coast,Door_to_Door,Month_to_Month,65,58,7,68.03
2023-09-21,ERCOT Coast,Door_to_Door,Month_to_Month,60,54,6,70.5
2023-09-22,ERCOT Coast,Door_to_Door,Month_to_Month,62,52,10,68.44
2023-09-23,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,65.69
2023-09-24,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,68.99
2023-09-25,ERCOT Coast,Door_to_Door,Month_to_Month,65,58,7,67.55
2023-09-26,ERCOT Coast,Door_to_Door,Month_to_Month,62,54,8,66.58
2023-09-27,ERCOT Coast,Door_to_Door,Month_to_Month,62,55,7,67.72
2023-09-28,ERCOT Coast,Door_to_Door,Month_to_Month,65,58,7,67.97
2023-09-29,ERCOT Coast,Door_to_Door,Month_to_Month,66,58,8,65.64
2023-09-30,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,70.41
2023-10-01,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.39
2023-10-02,ERCOT Coast,Door_to_Door,Month_to_Month,62,54,8,68.27
2023-10-03,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,68.93
2023-10-04,ERCOT Coast,Door_to_Door,Month_to_Month,61,53,8,67.56
2023-10-05,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,66.95
2023-10-06,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,66.53
2023-10-07,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,68.34
2023-10-08,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,66.8
2023-10-09,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,69.46
2023-10-10,ERCOT Coast,Door_to_Door,Month_to_Month,59,51,8,68.3
2023-10-11,ERCOT Coast,Door_to_Door,Month_to_Month,65,55,10,71.87
2023-10-12,ERCOT Coast,Door_to_Door,Month_to_Month,57,49,8,67.02
2023-10-13,ERCOT Coast,Door_to_Door,Month_to_Month,61,53,8,66.3
2023-10-14,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.88
2023-10-15,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.94
2023-10-16,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,67.15
2023-10-17,ERCOT Coast,Door_to_Door,Month_to_Month,57,49,8,68.31
2023-10-18,ERCOT Coast,Door_to_Door,Month_to_Month,61,53,8,67.34
2023-10-19,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,66.04
2023-10-20,ERCOT Coast,Door_to_Door,Month_to_Month,59,52,7,69.26
2023-10-21,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.29
2023-10-22,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.17
2023-10-23,ERCOT Coast,Door_to_Door,Month_to_Month,59,50,9,66.79
2023-10-24,ERCOT Coast,Door_to_Door,Month_to_Month,60,54,6,66.14
2023-10-25,ERCOT Coast,Door_to_Door,Month_to_Month,58,50,8,67.98
2023-10-26,ERCOT Coast,Door_to_Door,Month_to_Month,56,49,7,69.98
2023-10-27,ERCOT Coast,Door_to_Door,Month_to_Month,61,55,6,68.38
2023-10-28,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.8
2023-10-29,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.27
2023-10-30,ERCOT Coast,Door_to_Door,Month_to_Month,62,53,9,68.8
2023-10-31,ERCOT Coast,Door_to_Door,Month_to_Month,59,52,7,68.29
2023-11-01,ERCOT Coast,Door_to_Door,Month_to_Month,59,50,9,68.21
2023-11-02,ERCOT Coast,Door_to_Door,Month_to_Month,55,47,8,68.0
2023-11-03,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,67.11
2023-11-04,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,71.25
2023-11-05,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,66.85
2023-11-06,ERCOT Coast,Door_to_Door,Month_to_Month,63,57,6,69.18
2023-11-07,ERCOT Coast,Door_to_Door,Month_to_Month,56,48,8,68.74
2023-11-08,ERCOT Coast,Door_to_Door,Month_to_Month,58,50,8,66.65
2023-11-09,ERCOT Coast,Door_to_Door,Month_to_Month,61,54,7,68.09
2023-11-10,ERCOT Coast,Door_to_Door,Month_to_Month,55,47,8,66.16
2023-11-11,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.19
2023-11-12,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,71.77
2023-11-13,ERCOT Coast,Door_to_Door,Month_to_Month,56,48,8,69.15
2023-11-14,ERCOT Coast,Door_to_Door,Month_to_Month,55,50,5,68.35
2023-11-15,ERCOT Coast,Door_to_Door,Month_to_Month,57,51,6,67.61
2023-11-16,ERCOT Coast,Door_to_Door,Month_to_Month,56,49,7,67.65
2023-11-17,ERCOT Coast,Door_to_Door,Month_to_Month,56,50,6,70.6
2023-11-18,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,68.98
2023-11-19,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,68.96
2023-11-20,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,65.1
2023-11-21,ERCOT Coast,Door_to_Door,Month_to_Month,56,50,6,67.57
2023-11-22,ERCOT Coast,Door_to_Door,Month_to_Month,59,53,6,69.21
2023-11-23,ERCOT Coast,Door_to_Door,Month_to_Month,55,49,6,67.2
2023-11-24,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,68.99
2023-11-25,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.46
2023-11-26,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,70.07
2023-11-27,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,66.87
2023-11-28,ERCOT Coast,Door_to_Door,Month_to_Month,64,56,8,65.95
2023-11-29,ERCOT Coast,Door_to_Door,Month_to_Month,56,51,5,68.26
2023-11-30,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,65.42
2023-12-01,ERCOT Coast,Door_to_Door,Month_to_Month,58,50,8,70.89
2023-12-02,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.97
2023-12-03,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,67.39
2023-12-04,ERCOT Coast,Door_to_Door,Month_to_Month,59,52,7,66.07
2023-12-05,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,66.27
2023-12-06,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,68.64
2023-12-07,ERCOT Coast,Door_to_Door,Month_to_Month,52,47,5,70.23
2023-12-08,ERCOT Coast,Door_to_Door,Month_to_Month,55,49,6,68.73
2023-12-09,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,69.44
2023-12-10,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,68.26
2023-12-11,ERCOT Coast,Door_to_Door,Month_to_Month,54,48,6,65.58
2023-12-12,ERCOT Coast,Door_to_Door,Month_to_Month,52,45,7,67.53
2023-12-13,ERCOT Coast,Door_to_Door,Month_to_Month,52,46,6,64.8
2023-12-14,ERCOT Coast,Door_to_Door,Month_to_Month,56,52,4,67.44
2023-12-15,ERCOT Coast,Door_to_Door,Month_to_Month,56,50,6,67.71
2023-12-16,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.12
2023-12-17,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,68.24
2023-12-18,ERCOT Coast,Door_to_Door,Month_to_Month,53,46,7,67.52
2023-12-19,ERCOT Coast,Door_to_Door,Month_to_Month,53,46,7,68.73
2023-12-20,ERCOT Coast,Door_to_Door,Month_to_Month,54,47,7,69.51
2023-12-21,ERCOT Coast,Door_to_Door,Month_to_Month,55,50,5,67.58
2023-12-22,ERCOT Coast,Door_to_Door,Month_to_Month,56,50,6,66.9
2023-12-23,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,67.61
2023-12-24,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,66.61
2023-12-25,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,66.85
2023-12-26,ERCOT Coast,Door_to_Door,Month_to_Month,54,49,5,68.9
2023-12-27,ERCOT Coast,Door_to_Door,Month_to_Month,55,50,5,66.7
2023-12-28,ERCOT Coast,Door_to_Door,Month_to_Month,54,48,6,68.38
2023-12-29,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,68.77
2023-12-30,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,65.3
2023-12-31,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,66.04
2024-01-01,ERCOT Coast,Door_to_Door,Month_to_Month,51,44,7,68.95
2024-01-02,ERCOT Coast,Door_to_Door,Month_to_Month,58,50,8,67.8
2024-01-03,ERCOT Coast,Door_to_Door,Month_to_Month,54,48,6,67.6
2024-01-04,ERCOT Coast,Door_to_Door,Month_to_Month,54,47,7,68.46
2024-01-05,ERCOT Coast,Door_to_Door,Month_to_Month,55,49,6,66.41
2024-01-06,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.85
2024-01-07,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,67.76
2024-01-08,ERCOT Coast,Door_to_Door,Month_to_Month,53,46,7,65.34
2024-01-09,ERCOT Coast,Door_to_Door,Month_to_Month,54,48,6,67.59
2024-01-10,ERCOT Coast,Door_to_Door,Month_to_Month,54,49,5,66.03
2024-01-11,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,68.98
2024-01-12,ERCOT Coast,Door_to_Door,Month_to_Month,56,48,8,67.56
2024-01-13,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.84
2024-01-14,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,66.39
2024-01-15,ERCOT Coast,Door_to_Door,Month_to_Month,55,48,7,67.16
2024-01-16,ERCOT Coast,Door_to_Door,Month_to_Month,52,44,8,67.56
2024-01-17,ERCOT Coast,Door_to_Door,Month_to_Month,56,50,6,67.11
2024-01-18,ERCOT Coast,Door_to_Door,Month_to_Month,58,53,5,67.63
2024-01-19,ERCOT Coast,Door_to_Door,Month_to_Month,54,47,7,66.69
2024-01-20,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,69.17
2024-01-21,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.65
2024-01-22,ERCOT Coast,Door_to_Door,Month_to_Month,51,44,7,68.85
2024-01-23,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,71.12
2024-01-24,ERCOT Coast,Door_to_Door,Month_to_Month,52,45,7,67.07
2024-01-25,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,65.7
2024-01-26,ERCOT Coast,Door_to_Door,Month_to_Month,54,47,7,69.83
2024-01-27,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.03
2024-01-28,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,67.32
2024-01-29,ERCOT Coast,Door_to_Door,Month_to_Month,54,48,6,68.49
2024-01-30,ERCOT Coast,Door_to_Door,Month_to_Month,55,47,8,68.41
2024-01-31,ERCOT Coast,Door_to_Door,Month_to_Month,55,48,7,69.11
2024-02-01,ERCOT Coast,Door_to_Door,Month_to_Month,60,51,9,67.33
2024-02-02,ERCOT Coast,Door_to_Door,Month_to_Month,58,50,8,70.19
2024-02-03,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.64
2024-02-04,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.52
2024-02-05,ERCOT Coast,Door_to_Door,Month_to_Month,58,52,6,70.63
2024-02-06,ERCOT Coast,Door_to_Door,Month_to_Month,56,49,7,67.49
2024-02-07,ERCOT Coast,Door_to_Door,Month_to_Month,53,48,5,67.33
2024-02-08,ERCOT Coast,Door_to_Door,Month_to_Month,58,53,5,69.82
2024-02-09,ERCOT Coast,Door_to_Door,Month_to_Month,56,50,6,67.81
2024-02-10,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,70.77
2024-02-11,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.5
2024-02-12,ERCOT Coast,Door_to_Door,Month_to_Month,56,48,8,67.53
2024-02-13,ERCOT Coast,Door_to_Door,Month_to_Month,58,50,8,67.91
2024-02-14,ERCOT Coast,Door_to_Door,Month_to_Month,57,51,6,67.78
2024-02-15,ERCOT Coast,Door_to_Door,Month_to_Month,54,46,8,70.97
2024-02-16,ERCOT Coast,Door_to_Door,Month_to_Month,52,45,7,68.47
2024-02-17,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.41
2024-02-18,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,66.83
2024-02-19,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,68.63
2024-02-20,ERCOT Coast,Door_to_Door,Month_to_Month,54,46,8,68.02
2024-02-21,ERCOT Coast,Door_to_Door,Month_to_Month,59,53,6,68.13
2024-02-22,ERCOT Coast,Door_to_Door,Month_to_Month,57,49,8,69.05
2024-02-23,ERCOT Coast,Door_to_Door,Month_to_Month,54,48,6,67.23
2024-02-24,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,68.35
2024-02-25,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,67.35
2024-02-26,ERCOT Coast,Door_to_Door,Month_to_Month,55,49,6,65.3
2024-02-27,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,65.11
2024-02-28,ERCOT Coast,Door_to_Door,Month_to_Month,56,49,7,69.7
2024-02-29,ERCOT Coast,Door_to_Door,Month_to_Month,55,48,7,67.67
2024-03-01,ERCOT Coast,Door_to_Door,Month_to_Month,56,48,8,68.76
2024-03-02,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,70.35
2024-03-03,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.76
2024-03-04,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,68.58
2024-03-05,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,67.49
2024-03-06,ERCOT Coast,Door_to_Door,Month_to_Month,59,54,5,69.58
2024-03-07,ERCOT Coast,Door_to_Door,Month_to_Month,54,48,6,68.57
2024-03-08,ERCOT Coast,Door_to_Door,Month_to_Month,56,50,6,67.92
2024-03-09,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,68.81
2024-03-10,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,69.66
2024-03-11,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,68.05
2024-03-12,ERCOT Coast,Door_to_Door,Month_to_Month,55,47,8,68.48
2024-03-13,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,66.8
2024-03-14,ERCOT Coast,Door_to_Door,Month_to_Month,59,51,8,69.58
2024-03-15,ERCOT Coast,Door_to_Door,Month_to_Month,58,50,8,69.71
2024-03-16,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.1
2024-03-17,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,69.04
2024-03-18,ERCOT Coast,Door_to_Door,Month_to_Month,59,53,6,68.12
2024-03-19,ERCOT Coast,Door_to_Door,Month_to_Month,56,48,8,67.06
2024-03-20,ERCOT Coast,Door_to_Door,Month_to_Month,62,53,9,68.96
2024-03-21,ERCOT Coast,Door_to_Door,Month_to_Month,61,54,7,70.0
2024-03-22,ERCOT Coast,Door_to_Door,Month_to_Month,60,53,7,68.21
2024-03-23,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,65.72
2024-03-24,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.26
2024-03-25,ERCOT Coast,Door_to_Door,Month_to_Month,59,53,6,68.98
2024-03-26,ERCOT Coast,Door_to_Door,Month_to_Month,59,52,7,69.87
2024-03-27,ERCOT Coast,Door_to_Door,Month_to_Month,53,47,6,68.23
2024-03-28,ERCOT Coast,Door_to_Door,Month_to_Month,61,53,8,68.96
2024-03-29,ERCOT Coast,Door_to_Door,Month_to_Month,61,53,8,69.49
2024-03-30,ERCOT Coast,Door_to_Door,Month_to_Month,8,7,1,68.25
2024-03-31,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.46
2024-04-01,ERCOT Coast,Door_to_Door,Month_to_Month,60,54,6,68.39
2024-04-02,ERCOT Coast,Door_to_Door,Month_to_Month,58,52,6,70.13
2024-04-03,ERCOT Coast,Door_to_Door,Month_to_Month,60,51,9,66.88
2024-04-04,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,69.09
2024-04-05,ERCOT Coast,Door_to_Door,Month_to_Month,65,58,7,65.99
2024-04-06,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.45
2024-04-07,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,67.01
2024-04-08,ERCOT Coast,Door_to_Door,Month_to_Month,58,51,7,68.43
2024-04-09,ERCOT Coast,Door_to_Door,Month_to_Month,62,52,10,68.92
2024-04-10,ERCOT Coast,Door_to_Door,Month_to_Month,57,50,7,69.02
2024-04-11,ERCOT Coast,Door_to_Door,Month_to_Month,60,52,8,68.16
2024-04-12,ERCOT Coast,Door_to_Door,Month_to_Month,59,53,6,68.44
2024-04-13,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,69.99
2024-04-14,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.11
2024-04-15,ERCOT Coast,Door_to_Door,Month_to_Month,61,53,8,67.47
2024-04-16,ERCOT Coast,Door_to_Door,Month_to_Month,59,53,6,66.85
2024-04-17,ERCOT Coast,Door_to_Door,Month_to_Month,58,52,6,67.47
2024-04-18,ERCOT Coast,Door_to_Door,Month_to_Month,59,51,8,67.23
2024-04-19,ERCOT Coast,Door_to_Door,Month_to_Month,63,57,6,70.31
2024-04-20,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,67.05
2024-04-21,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,65.59
2024-04-22,ERCOT Coast,Door_to_Door,Month_to_Month,56,49,7,66.71
2024-04-23,ERCOT Coast,Door_to_Door,Month_to_Month,61,54,7,68.12
2024-04-24,ERCOT Coast,Door_to_Door,Month_to_Month,62,57,5,68.34
2024-04-25,ERCOT Coast,Door_to_Door,Month_to_Month,60,52,8,69.55
2024-04-26,ERCOT Coast,Door_to_Door,Month_to_Month,64,56,8,65.79
2024-04-27,ERCOT Coast,Door_to_Door,Month_to_Month,9,8,1,68.2
2024-04-28,ERCOT Coast,Door_to_Door,Month_to_Month,10,9,1,63.96
2024-04-29,ERCOT Coast,Door_to_Door,Month_to_Month,61,54,7,66.03
2024-04-30,ERCOT Coast,Door_to_Door,Month_to_Month,59,52,7,67.88
2024-05-01,ERCOT Coast,Door_to_Door,Month_to_Month,63,54,9,68.62
2023-05-01,PJM East,Broker,Term,37,31,6,87.65
2023-05-02,PJM East,Broker,Term,37,31,6,89.73
2023-05-03,PJM East,Broker,Term,36,31,5,89.36
2023-05-04,PJM East,Broker,Term,35,30,5,89.34
2023-05-05,PJM East,Broker,Term,37,32,5,91.16
2023-05-06,PJM East,Broker,Term,5,4,1,90.89
2023-05-07,PJM East,Broker,Term,6,5,1,94.02
2023-05-08,PJM East,Broker,Term,37,31,6,89.09
2023-05-09,PJM East,Broker,Term,34,30,4,91.0
2023-05-10,PJM East,Broker,Term,35,29,6,84.58
2023-05-11,PJM East,Broker,Term,34,28,6,89.62
2023-05-12,PJM East,Broker,Term,35,31,4,88.56
2023-05-13,PJM East,Broker,Term,6,5,1,89.41
2023-05-14,PJM East,Broker,Term,6,5,1,89.24
2023-05-15,PJM East,Broker,Term,34,29,5,92.19
2023-05-16,PJM East,Broker,Term,36,31,5,91.13
2023-05-17,PJM East,Broker,Term,36,31,5,87.12
2023-05-18,PJM East,Broker,Term,37,32,5,92.36
2023-05-19,PJM East,Broker,Term,33,29,4,88.11
2023-05-20,PJM East,Broker,Term,6,5,1,91.15
2023-05-21,PJM East,Broker,Term,5,4,1,89.14
2023-05-22,PJM East,Broker,Term,37,33,4,90.52
2023-05-23,PJM East,Broker,Term,37,33,4,88.26
